#,Name,Team,G,PA,AB,H,2B,3B,HR,R,RBI,BB,SO,HBP,SB,CS,BB%,K%,ISO,BABIP,AVG,OBP,SLG,OPS,wOBA,wRC+,ADP
161,Jake Burger,TEX,141,583,532,128,24,2,29,73,81,37,156,9,2,1,6.40%,26.70%,0.217,0.282,0.241,0.3,0.458,0.759,0.325,113,115.8
162,Victor Caratini,HOU,63,231,206,48,8,0,6,24,24,19,48,3,0,0,8.20%,20.60%,0.127,0.275,0.235,0.308,0.362,0.669,0.295,93,542.5
163,Luis Rengifo,LAA,129,535,489,122,21,2,13,64,51,35,88,6,19,6,6.60%,16.40%,0.131,0.278,0.249,0.305,0.38,0.685,0.3,93,158.4
164,Trevor Larnach,MIN,117,471,414,102,22,1,17,57,57,49,122,5,3,1,10.40%,25.90%,0.177,0.307,0.247,0.331,0.424,0.756,0.329,116,331.1
165,Josh Jung,TEX,122,505,465,112,21,2,17,58,59,30,138,6,4,2,6.00%,27.40%,0.164,0.305,0.242,0.295,0.406,0.701,0.304,97,215.8
166,Josh Smith,TEX,96,378,331,79,16,2,10,45,37,33,78,9,7,2,8.80%,20.50%,0.149,0.278,0.237,0.321,0.387,0.707,0.311,103,417
167,Ryan McMahon,COL,147,622,547,131,27,1,19,70,71,66,178,4,7,2,10.70%,28.60%,0.159,0.315,0.239,0.323,0.398,0.721,0.315,89,277.3
168,Nolan Arenado,STL,144,612,559,136,25,1,16,61,68,42,91,5,3,1,6.80%,14.90%,0.133,0.262,0.243,0.298,0.375,0.673,0.294,89,230.6
169,Ryan Mountcastle,BAL,124,517,473,124,23,2,18,61,66,35,118,4,3,1,6.70%,22.80%,0.17,0.31,0.263,0.315,0.433,0.748,0.323,113,233.4
170,Matt Wallner,MIN,126,507,442,98,21,2,23,63,65,49,174,13,3,1,9.70%,34.40%,0.207,0.303,0.221,0.315,0.428,0.743,0.322,111,271.5
171,Dylan Crews,WSN,134,574,523,128,25,3,15,69,59,38,128,8,23,6,6.60%,22.30%,0.145,0.297,0.246,0.305,0.39,0.695,0.304,95,132.7
172,Jurickson Profar,ATL,142,605,525,130,25,2,16,74,63,64,99,9,6,2,10.50%,16.40%,0.143,0.276,0.248,0.336,0.391,0.728,0.321,104,185
173,Carson Kelly,CHC,81,298,267,60,11,0,8,29,34,25,62,4,1,0,8.30%,20.70%,0.136,0.261,0.226,0.298,0.361,0.659,0.291,88,509.1
174,Garrett Mitchell,MIL,116,455,403,91,17,3,11,55,43,44,141,4,20,4,9.60%,31.10%,0.139,0.317,0.227,0.307,0.365,0.672,0.297,89,252.4
175,Andy Pages,LAD,81,325,292,72,16,1,13,41,44,24,80,5,3,1,7.50%,24.70%,0.196,0.291,0.245,0.313,0.442,0.755,0.325,110,416.4
176,Jake McCarthy,ARI,128,508,458,119,20,5,6,66,41,34,93,8,32,5,6.70%,18.30%,0.105,0.311,0.259,0.319,0.364,0.683,0.301,91,216.1
177,Otto Lopez,MIA,115,463,428,114,22,3,7,53,43,26,83,4,16,4,5.70%,18.00%,0.112,0.315,0.267,0.313,0.379,0.692,0.302,91,328.3
178,Matt Vierling,DET,116,480,435,110,22,3,12,55,50,36,97,4,8,2,7.50%,20.20%,0.143,0.298,0.253,0.314,0.397,0.71,0.31,103,321.7
179,Leody Taveras,TEX,96,372,339,82,15,2,11,47,37,27,83,1,15,4,7.40%,22.20%,0.153,0.287,0.241,0.298,0.394,0.693,0.301,95,450
180,Jasson Domínguez,NYY,129,522,470,114,21,2,15,65,54,45,128,3,19,4,8.70%,24.60%,0.153,0.298,0.242,0.311,0.395,0.707,0.308,101,145.8
181,Paul Goldschmidt,NYY,142,607,545,133,25,1,23,72,73,53,154,3,7,3,8.80%,25.40%,0.175,0.295,0.243,0.312,0.418,0.73,0.317,107,177.6
182,Kerry Carpenter,DET,121,483,435,109,22,3,20,60,64,38,119,7,4,1,7.80%,24.70%,0.203,0.297,0.25,0.317,0.452,0.77,0.33,117,209.6
183,Brice Turang,MIL,139,567,512,125,22,4,6,65,45,45,106,2,34,6,7.90%,18.80%,0.095,0.294,0.243,0.305,0.338,0.643,0.284,81,147.8
184,Christian Vázquez,MIN,80,295,271,62,11,0,5,27,27,15,60,2,3,2,5.20%,20.50%,0.099,0.273,0.228,0.271,0.327,0.598,0.263,69,653.7
185,Spencer Steer,CIN,136,568,500,123,27,2,19,70,67,54,116,8,13,4,9.60%,20.40%,0.174,0.281,0.245,0.326,0.419,0.745,0.326,102,135.2
186,Isiah Kiner-Falefa,PIT,124,490,453,119,19,2,6,54,43,23,77,7,16,5,4.80%,15.80%,0.091,0.302,0.262,0.306,0.354,0.659,0.29,83,358.7
187,Connor Wong,BOS,105,398,366,87,17,2,11,46,42,23,107,5,8,2,5.70%,26.80%,0.149,0.301,0.237,0.289,0.387,0.676,0.294,85,233.2
188,Yasmani Grandal,,55,200,174,38,7,0,5,20,21,20,45,1,0,0,10.20%,22.50%,0.12,0.265,0.218,0.303,0.338,0.641,0.286,83,741.4
189,Josh Naylor,ARI,140,596,534,138,28,1,20,71,80,50,91,7,7,3,8.40%,15.30%,0.166,0.276,0.258,0.327,0.425,0.751,0.324,106,105.7
190,Adolis García,TEX,143,607,548,124,23,2,27,76,75,48,171,6,12,4,7.90%,28.10%,0.196,0.273,0.226,0.293,0.422,0.715,0.309,101,153.7
191,Michael Massey,KCR,117,465,426,103,24,2,14,51,56,27,91,5,5,2,5.90%,19.50%,0.162,0.275,0.243,0.294,0.405,0.7,0.303,92,384.3
192,Tyler Fitzgerald,SFG,133,532,487,112,22,4,15,64,52,33,166,7,18,4,6.30%,31.10%,0.155,0.312,0.229,0.286,0.385,0.671,0.292,88,244.9
193,Yoán Moncada,LAA,110,446,401,95,20,1,14,50,49,38,121,4,3,1,8.60%,27.10%,0.159,0.302,0.237,0.308,0.396,0.704,0.307,98,453.9
194,Ke'Bryan Hayes,PIT,125,522,481,121,22,2,11,58,53,33,100,3,13,5,6.40%,19.20%,0.121,0.294,0.251,0.302,0.372,0.674,0.295,86,341.6
195,Gary Sánchez,BAL,67,248,219,47,8,0,11,28,33,22,68,4,0,0,9.00%,27.40%,0.194,0.25,0.213,0.296,0.406,0.702,0.306,102,512.6
196,Jake Rogers,DET,93,340,306,64,13,1,11,34,38,26,104,4,2,1,7.70%,30.50%,0.158,0.272,0.208,0.277,0.366,0.643,0.282,83,497
197,Lourdes Gurriel Jr.,ARI,133,560,517,140,27,2,16,67,72,32,99,5,6,2,5.80%,17.60%,0.152,0.306,0.271,0.318,0.423,0.741,0.321,104,221.3
198,Ryan O'Hearn,BAL,103,398,359,94,19,2,13,48,49,32,71,3,3,1,8.00%,17.80%,0.172,0.289,0.261,0.323,0.433,0.756,0.327,116,350.6
199,Alex Verdugo,,99,438,396,103,21,1,11,48,49,34,66,3,3,1,7.80%,15.20%,0.14,0.284,0.259,0.319,0.399,0.718,0.312,102,504.9
200,Jesús Sánchez,MIA,134,535,480,119,23,2,19,63,65,46,137,5,9,2,8.60%,25.60%,0.175,0.305,0.247,0.318,0.423,0.74,0.32,103,235.5
201,Miguel Vargas,CHW,104,401,356,84,19,1,12,46,44,37,85,4,8,2,9.20%,21.30%,0.165,0.275,0.236,0.312,0.401,0.714,0.312,103,412.9
202,Chas McCormick,HOU,109,412,370,86,15,1,12,50,42,33,110,6,12,4,8.00%,26.70%,0.146,0.296,0.233,0.303,0.379,0.682,0.3,96,406.9
203,Jose Siri,NYM,103,394,360,76,15,2,15,50,43,26,143,4,15,4,6.60%,36.20%,0.181,0.296,0.211,0.27,0.392,0.662,0.287,86,448.7
204,Ramón Urías,BAL,79,297,269,64,12,1,8,32,32,21,66,4,1,1,7.10%,22.20%,0.14,0.286,0.24,0.304,0.38,0.684,0.301,98,679.9
205,Austin Hedges,CLE,59,191,170,31,5,0,3,15,14,11,56,2,2,1,5.80%,29.30%,0.093,0.246,0.183,0.241,0.275,0.517,0.231,48,750.7
206,Alek Thomas,ARI,85,311,285,72,15,2,6,36,34,21,62,2,7,2,6.70%,20.00%,0.133,0.3,0.251,0.306,0.385,0.691,0.301,91,508.3
207,Ernie Clement,TOR,89,331,311,80,16,1,7,36,34,12,34,2,7,2,3.70%,10.30%,0.126,0.267,0.256,0.288,0.382,0.67,0.29,89,387.7
208,Luis Arraez,SDP,147,643,594,178,30,3,1,68,61,37,30,5,7,3,5.80%,4.70%,0.067,0.311,0.299,0.343,0.366,0.709,0.31,102,195.6
209,Michael Busch,CHC,134,551,485,111,23,2,19,62,69,54,154,7,3,1,9.90%,28.10%,0.173,0.293,0.229,0.313,0.402,0.715,0.313,103,258.1
210,Luke Raley,SEA,118,454,402,89,16,2,18,54,53,33,141,15,11,2,7.30%,30.90%,0.181,0.289,0.221,0.303,0.402,0.705,0.308,107,298.9
211,Kristian Campbell,BOS,70,289,259,67,13,1,7,35,31,24,67,4,6,1,8.30%,23.10%,0.141,0.32,0.258,0.328,0.399,0.728,0.319,102,999
212,Kyle Isbel,KCR,122,451,410,95,19,3,10,53,42,30,97,5,14,4,6.60%,21.50%,0.133,0.278,0.231,0.289,0.365,0.654,0.286,81,519.3
213,LaMonte Wade Jr.,SFG,108,435,367,85,16,1,12,49,44,56,89,6,2,1,13.00%,20.50%,0.146,0.271,0.232,0.34,0.378,0.718,0.318,106,438
214,Jordan Walker,STL,127,512,467,116,25,2,14,59,58,36,123,6,8,2,6.90%,23.90%,0.153,0.304,0.248,0.307,0.401,0.708,0.308,99,276.3
215,Edouard Julien,MIN,81,316,271,62,12,1,8,37,30,40,99,3,4,1,12.50%,31.40%,0.137,0.329,0.23,0.332,0.366,0.698,0.311,103,575.7
216,Luis Campusano,SDP,82,302,279,67,12,0,8,29,33,17,51,3,0,0,5.70%,16.80%,0.125,0.266,0.24,0.289,0.365,0.654,0.287,86,398.2
217,MJ Melendez,KCR,120,473,419,96,23,3,17,57,58,47,122,3,6,2,10.00%,25.80%,0.186,0.278,0.228,0.308,0.413,0.722,0.313,99,386.1
218,Endy Rodríguez,PIT,94,374,340,84,20,2,9,39,42,27,75,3,2,1,7.30%,19.90%,0.145,0.291,0.248,0.308,0.393,0.701,0.306,93,422.4
219,José Caballero,TBR,82,308,278,61,12,1,7,39,25,20,78,7,22,6,6.50%,25.30%,0.13,0.276,0.219,0.287,0.35,0.636,0.281,86,323.6
220,Nathaniel Lowe,WSN,141,591,516,129,22,2,12,63,61,67,128,4,2,1,11.30%,21.70%,0.12,0.308,0.25,0.339,0.371,0.71,0.315,102,260.1
221,Jeff McNeil,NYM,121,487,442,107,22,2,8,49,46,32,66,9,3,1,6.60%,13.60%,0.111,0.267,0.242,0.304,0.353,0.657,0.29,88,397.7
222,Trent Grisham,NYY,61,223,191,40,8,1,10,28,25,26,62,3,5,1,11.50%,27.70%,0.198,0.252,0.21,0.311,0.407,0.718,0.314,105,745.5
223,Dillon Dingler,DET,65,242,222,49,10,1,6,24,26,15,68,4,1,0,6.10%,28.20%,0.141,0.289,0.222,0.279,0.363,0.643,0.282,83,585.7
224,Andrew Benintendi,CHW,113,469,422,106,20,2,11,50,48,40,77,2,6,2,8.40%,16.40%,0.132,0.282,0.251,0.316,0.383,0.699,0.305,98,366.5
225,Jonathan Aranda,TBR,104,400,355,86,17,1,15,46,51,36,101,6,0,0,9.00%,25.20%,0.179,0.293,0.241,0.319,0.42,0.739,0.322,114,317.9
226,Jordan Lawlar,ARI,59,242,220,55,11,2,5,30,25,17,61,3,10,1,7.10%,25.20%,0.136,0.32,0.25,0.311,0.386,0.697,0.305,93,371.3
227,Michael Conforto,LAD,116,471,412,96,18,1,17,57,60,47,108,7,1,0,10.00%,22.90%,0.175,0.272,0.234,0.32,0.409,0.73,0.318,105,279.9
228,Triston Casas,BOS,139,575,497,115,23,0,23,67,76,70,152,4,0,0,12.20%,26.50%,0.187,0.282,0.231,0.329,0.418,0.747,0.325,107,126.9
229,Tyler Soderstrom,ATH,135,528,478,109,22,1,21,58,63,41,145,5,2,0,7.70%,27.50%,0.181,0.281,0.229,0.295,0.41,0.705,0.305,102,282.1
230,Josh Rojas,CHW,101,392,347,80,15,2,8,43,34,37,85,2,11,3,9.40%,21.80%,0.121,0.283,0.232,0.307,0.353,0.66,0.291,88,539.2
231,Chase Meidroth,CHW,60,244,215,53,10,1,3,26,20,24,42,3,4,1,9.80%,17.10%,0.099,0.292,0.248,0.331,0.346,0.677,0.303,96,999
232,Ben Rortvedt,TBR,67,230,205,42,8,0,4,21,20,20,61,3,1,0,8.70%,26.70%,0.107,0.265,0.203,0.281,0.31,0.591,0.265,74,726.3
233,Giancarlo Stanton,NYY,91,382,342,77,12,0,23,47,59,35,115,2,0,0,9.20%,30.00%,0.24,0.259,0.224,0.299,0.465,0.764,0.327,114,394.3
234,Hyeseong Kim,LAD,104,421,389,96,18,3,5,49,38,26,80,2,17,1,6.20%,18.90%,0.102,0.294,0.246,0.294,0.348,0.643,0.282,81,381.7
235,Ceddanne Rafaela,BOS,109,433,408,97,19,3,10,51,43,16,111,5,16,4,3.60%,25.60%,0.137,0.298,0.237,0.271,0.374,0.645,0.28,75,189
236,Mitch Garver,SEA,80,315,273,55,10,0,12,33,39,35,92,4,1,0,11.30%,29.40%,0.173,0.252,0.202,0.3,0.375,0.675,0.299,100,469.2
237,Gavin Lux,CIN,113,440,394,100,20,2,11,51,48,41,97,2,7,2,9.20%,22.00%,0.145,0.307,0.253,0.323,0.397,0.721,0.315,95,335.1
238,Elias Díaz,SDP,88,331,304,68,12,0,8,31,35,20,74,2,0,0,6.00%,22.40%,0.122,0.268,0.224,0.276,0.346,0.621,0.273,77,507
239,Tyrone Taylor,NYM,82,294,271,63,14,1,9,34,32,16,70,5,7,2,5.50%,23.70%,0.164,0.275,0.231,0.284,0.395,0.679,0.295,92,668.7
240,Tyler Freeman,CLE,42,156,140,37,8,1,3,19,16,10,23,5,5,1,6.10%,14.50%,0.131,0.293,0.265,0.33,0.396,0.727,0.32,110,734.9
241,Brooks Lee,MIN,104,411,380,92,18,1,8,41,40,25,71,2,3,1,6.10%,17.20%,0.114,0.278,0.242,0.291,0.356,0.647,0.282,83,399
242,Jacob Young,WSN,129,497,453,111,16,4,2,54,30,28,96,7,26,6,5.70%,19.30%,0.066,0.303,0.244,0.298,0.31,0.608,0.271,73,296.4
243,Ramón Laureano,BAL,70,269,242,56,11,1,9,33,31,18,77,6,6,2,6.70%,28.50%,0.164,0.299,0.232,0.301,0.396,0.696,0.304,101,591.8
244,Will Wagner,TOR,81,325,293,76,15,1,6,36,33,26,60,3,2,1,8.10%,18.40%,0.12,0.305,0.259,0.325,0.379,0.704,0.31,103,511.2
245,Juan Brito,CLE,73,297,266,63,15,1,6,31,30,25,54,2,4,1,8.50%,18.10%,0.127,0.273,0.236,0.305,0.362,0.668,0.294,92,999
246,Colson Montgomery,CHW,104,417,373,78,16,1,9,40,38,35,119,7,4,1,8.30%,28.60%,0.124,0.281,0.21,0.288,0.335,0.623,0.276,77,490.3
247,Nolan Gorman,STL,112,445,397,84,16,1,19,50,59,40,149,4,5,2,9.10%,33.50%,0.192,0.28,0.212,0.289,0.404,0.693,0.3,93,353.3
248,Gio Urshela,ATH,98,385,359,91,16,1,7,37,38,20,66,2,1,0,5.30%,17.20%,0.11,0.291,0.254,0.295,0.364,0.659,0.288,90,511.9
249,Heston Kjerstad,BAL,99,377,342,85,17,2,11,44,44,26,97,7,2,1,6.80%,25.70%,0.161,0.311,0.248,0.312,0.409,0.721,0.313,107,342.5
250,Jacob Stallings,COL,82,296,261,62,11,0,6,29,30,25,69,4,0,0,8.40%,23.30%,0.119,0.298,0.239,0.312,0.358,0.67,0.297,76,470.8
251,Carson Williams,TBR,51,157,143,33,7,1,5,19,18,11,51,2,4,1,7.20%,32.50%,0.171,0.318,0.231,0.294,0.402,0.696,0.302,100,999
252,Luis Urías,ATH,63,230,203,44,9,0,7,24,24,20,53,5,1,1,8.50%,23.10%,0.154,0.255,0.217,0.299,0.371,0.67,0.296,96,740.7
253,Dalton Rushing,LAD,48,149,132,30,6,0,5,17,18,13,38,3,1,0,9.00%,25.30%,0.164,0.278,0.227,0.31,0.391,0.701,0.307,98,999
254,Orlando Arcia,ATL,125,496,454,104,19,1,12,51,53,33,104,3,1,1,6.70%,20.90%,0.126,0.268,0.229,0.284,0.354,0.638,0.28,77,435.1
255,Edgar Quero,CHW,48,180,162,41,9,0,5,20,20,14,33,3,1,0,7.90%,18.20%,0.15,0.288,0.254,0.322,0.404,0.726,0.317,106,999
256,Mickey Moniak,LAA,84,325,301,67,14,2,13,38,38,18,94,3,6,2,5.70%,29.00%,0.188,0.274,0.221,0.271,0.41,0.681,0.292,88,584.4
257,Javier Báez,DET,83,328,303,70,13,1,9,35,35,15,79,4,7,2,4.50%,24.00%,0.137,0.283,0.232,0.276,0.369,0.644,0.281,82,668.9
258,Nolan Schanuel,LAA,133,560,482,120,20,2,6,62,44,63,90,8,6,2,11.30%,16.00%,0.089,0.29,0.248,0.341,0.337,0.679,0.305,97,317.5
259,Spencer Horwitz,PIT,101,414,364,92,20,1,8,45,44,42,74,5,2,1,10.20%,17.90%,0.127,0.294,0.253,0.336,0.38,0.716,0.316,100,381.1
260,Harrison Bader,MIN,87,328,304,71,15,1,8,39,31,17,68,5,14,5,5.10%,20.60%,0.134,0.275,0.235,0.283,0.368,0.651,0.284,84,458.6
261,Trey Sweeney,DET,72,271,246,53,11,2,7,29,26,20,75,3,6,2,7.50%,27.80%,0.138,0.278,0.214,0.279,0.352,0.631,0.277,80,478.1
262,James McCann,,53,194,176,41,7,0,5,20,21,11,50,2,2,1,5.70%,26.00%,0.135,0.289,0.23,0.283,0.366,0.648,0.284,82,746
263,Alec Burleson,STL,118,483,442,115,20,1,14,53,58,33,68,3,5,2,6.80%,14.00%,0.146,0.276,0.26,0.313,0.406,0.719,0.312,101,235.4
264,Christian Moore,LAA,68,279,256,59,11,1,10,31,31,18,80,3,4,1,6.40%,28.80%,0.161,0.292,0.229,0.285,0.39,0.675,0.294,89,999
265,Rhys Hoskins,MIL,129,535,464,100,20,0,23,59,77,58,145,7,3,1,10.90%,27.10%,0.195,0.257,0.216,0.31,0.41,0.721,0.315,102,283.1
266,Austin Hays,CIN,110,428,394,98,20,1,15,48,55,24,97,6,3,1,5.60%,22.60%,0.172,0.289,0.248,0.3,0.42,0.719,0.312,93,417
267,Colt Keith,DET,130,520,475,120,23,4,13,58,56,38,106,3,5,1,7.20%,20.40%,0.145,0.297,0.252,0.309,0.397,0.706,0.306,101,252.2
268,Dairon Blanco,KCR,64,177,162,39,7,1,4,26,13,10,45,2,19,4,5.80%,25.50%,0.128,0.306,0.239,0.292,0.366,0.658,0.288,82,670.3
269,Max Kepler,PHI,111,447,400,95,20,1,15,50,56,38,90,5,1,0,8.60%,20.20%,0.172,0.267,0.238,0.309,0.41,0.719,0.313,100,362.5
270,Zach McKinstry,DET,66,239,216,51,11,2,6,28,23,19,52,2,7,2,7.90%,21.90%,0.15,0.281,0.234,0.299,0.384,0.684,0.298,95,606.9
271,Seth Brown,ATH,92,350,318,72,15,1,15,41,42,26,95,2,4,1,7.40%,27.20%,0.197,0.268,0.225,0.287,0.423,0.709,0.306,103,454.5
272,Brendan Rodgers,HOU,56,228,210,51,9,0,6,24,25,14,54,2,0,0,6.20%,23.50%,0.13,0.297,0.243,0.296,0.373,0.669,0.293,91,540.2
273,Johan Rojas,PHI,83,300,278,66,11,2,4,35,21,12,61,3,18,3,4.10%,20.50%,0.096,0.29,0.237,0.276,0.334,0.609,0.268,69,567.8
274,Randal Grichuk,ARI,72,273,252,65,14,1,11,33,40,17,55,3,1,0,6.10%,20.10%,0.193,0.287,0.258,0.308,0.45,0.759,0.327,108,555.4
275,Richie Palacios,TBR,81,311,273,64,13,2,5,35,26,31,57,3,9,3,9.90%,18.20%,0.115,0.274,0.233,0.316,0.348,0.664,0.295,95,506.8
276,Roman Anthony,BOS,92,377,336,82,18,2,9,45,39,36,94,2,7,2,9.50%,24.90%,0.143,0.309,0.243,0.318,0.386,0.704,0.309,95,999
277,Blake Perkins,MIL,66,251,223,50,9,2,5,28,22,23,65,2,10,2,9.20%,26.00%,0.121,0.29,0.222,0.299,0.344,0.642,0.285,81,602.1
278,Ty France,MIN,100,414,371,93,17,0,10,44,45,26,75,13,0,0,6.40%,18.20%,0.132,0.287,0.251,0.321,0.383,0.705,0.311,103,473.3
279,José Tena,WSN,89,352,326,80,15,1,8,37,36,19,96,3,8,2,5.40%,27.30%,0.127,0.323,0.247,0.291,0.374,0.665,0.29,85,452.7
280,Christian Encarnacion-Strand,CIN,95,392,360,93,18,1,17,46,57,23,103,5,2,1,6.00%,26.20%,0.196,0.314,0.259,0.311,0.455,0.766,0.329,105,249.4
281,Kyle Teel,CHW,48,188,169,39,8,1,4,19,17,16,48,1,2,0,8.50%,25.40%,0.12,0.298,0.232,0.302,0.351,0.653,0.289,87,999
282,Wenceel Pérez,DET,90,367,332,79,16,3,8,42,34,28,71,2,10,3,7.70%,19.40%,0.137,0.278,0.238,0.3,0.375,0.675,0.295,92,537
283,Caleb Durbin,MIL,66,268,242,58,12,1,4,29,26,18,34,5,11,1,6.80%,12.70%,0.109,0.263,0.24,0.304,0.348,0.652,0.288,83,389.7
284,Jace Jung,DET,97,355,313,68,14,2,8,36,34,37,94,3,2,1,10.30%,26.50%,0.133,0.279,0.216,0.302,0.349,0.651,0.289,88,463.9
285,Freddy Fermin,KCR,78,289,266,63,12,1,5,28,29,18,57,2,1,0,6.40%,19.80%,0.112,0.281,0.238,0.29,0.35,0.641,0.282,78,371.7
286,Mike Tauchman,CHW,97,382,331,78,14,1,8,43,34,44,81,4,6,2,11.60%,21.20%,0.124,0.286,0.235,0.33,0.359,0.689,0.307,99,476.5
287,Javier Sanoja,MIA,49,174,163,45,9,1,2,19,17,9,13,1,7,1,5.20%,7.50%,0.107,0.286,0.274,0.313,0.381,0.694,0.301,90,999
288,Masataka Yoshida,BOS,95,391,353,95,19,1,10,45,46,30,52,7,2,1,7.50%,13.40%,0.143,0.291,0.269,0.335,0.412,0.746,0.326,107,439.7
289,Taylor Walls,TBR,61,226,200,41,9,1,4,25,18,23,56,1,10,3,10.10%,24.80%,0.118,0.258,0.203,0.285,0.321,0.606,0.271,78,699.6
290,Lenyn Sosa,CHW,96,381,358,89,17,1,10,38,42,16,81,2,3,1,4.10%,21.30%,0.137,0.291,0.247,0.281,0.384,0.666,0.288,86,457.4
291,Angel Martínez,CLE,46,185,167,41,8,1,4,20,18,13,36,2,3,1,7.30%,19.50%,0.127,0.29,0.245,0.307,0.373,0.68,0.298,95,745.9
292,Luis Torrens,NYM,47,156,143,32,6,0,4,15,16,10,40,1,1,0,6.50%,25.80%,0.126,0.284,0.225,0.281,0.351,0.632,0.278,80,742.9
293,Pedro Pagés,STL,56,203,185,42,8,0,5,19,21,14,52,2,1,0,6.90%,25.80%,0.121,0.286,0.225,0.285,0.346,0.631,0.278,78,572
294,Thairo Estrada,COL,114,467,436,113,21,3,9,54,46,20,90,8,14,4,4.20%,19.20%,0.124,0.307,0.26,0.303,0.385,0.687,0.3,78,303.9
295,Jarred Kelenic,ATL,68,266,239,56,13,1,8,33,29,23,75,2,6,2,8.70%,28.00%,0.166,0.305,0.235,0.306,0.401,0.707,0.307,95,483.9
296,Agustin Ramirez,MIA,62,241,220,53,11,0,7,26,28,18,50,2,4,0,7.30%,20.90%,0.148,0.28,0.24,0.301,0.388,0.689,0.3,89,999
297,J.D. Martinez,,91,399,359,86,19,0,16,45,53,33,112,3,0,0,8.20%,28.10%,0.187,0.302,0.241,0.308,0.427,0.735,0.318,105,668.1
298,Victor Scott II,STL,68,252,231,53,10,2,4,30,19,14,54,3,15,2,5.70%,21.20%,0.114,0.278,0.229,0.28,0.343,0.623,0.273,75,402.2
299,Nick Castellanos,PHI,148,624,573,144,30,2,20,71,78,39,145,6,6,2,6.20%,23.30%,0.163,0.302,0.252,0.304,0.415,0.719,0.311,98,177.7
300,Nolan Jones,COL,122,491,429,103,21,3,14,60,51,54,148,4,11,3,11.10%,30.00%,0.159,0.331,0.241,0.33,0.4,0.73,0.319,92,247.6
301,Jeimer Candelario,CIN,120,496,449,107,23,2,16,56,60,37,116,6,5,2,7.50%,23.40%,0.166,0.285,0.239,0.304,0.405,0.709,0.308,91,301.8
302,Nick Fortes,MIA,100,355,326,72,13,1,7,32,32,18,58,6,4,1,5.00%,16.20%,0.113,0.246,0.221,0.272,0.334,0.606,0.267,67,624.1
303,Ryan Bliss,SEA,72,242,221,48,9,1,5,28,20,16,66,3,14,3,6.70%,27.10%,0.123,0.282,0.217,0.277,0.34,0.616,0.272,81,574.7
304,Esteury Ruiz,ATH,45,164,149,36,7,1,3,23,11,9,37,4,17,3,5.60%,22.80%,0.122,0.299,0.24,0.298,0.363,0.661,0.291,92,507.9
305,Brooks Baldwin,CHW,47,182,167,40,8,1,5,20,18,11,41,1,4,1,6.20%,22.50%,0.137,0.287,0.238,0.289,0.375,0.664,0.289,86,699.9
306,Donovan Solano,SEA,92,353,319,78,14,1,6,33,35,25,76,6,1,0,7.00%,21.60%,0.102,0.301,0.244,0.308,0.346,0.654,0.29,94,628
307,Mike Yastrzemski,SFG,121,476,420,90,20,2,15,52,52,46,126,5,4,1,9.60%,26.60%,0.166,0.265,0.214,0.297,0.38,0.677,0.297,91,440
308,Sal Frelick,MIL,113,445,405,100,18,3,5,47,39,32,67,4,13,3,7.20%,15.00%,0.095,0.282,0.246,0.306,0.341,0.647,0.286,82,379.2
309,Edmundo Sosa,PHI,55,199,183,44,9,1,6,23,22,9,48,5,4,1,4.40%,24.10%,0.154,0.292,0.24,0.293,0.394,0.687,0.299,90,521.5
310,Oliver Dunn,MIL,76,269,240,51,11,2,6,28,27,24,89,3,6,1,9.00%,33.00%,0.132,0.308,0.213,0.291,0.346,0.637,0.282,79,720.6
311,Chris Taylor,LAD,73,272,241,53,11,1,7,33,28,25,85,3,6,2,9.30%,31.30%,0.147,0.302,0.219,0.3,0.366,0.665,0.294,89,721.8
312,TJ Friedl,CIN,120,504,445,104,17,3,12,58,47,40,84,10,16,4,8.00%,16.70%,0.132,0.261,0.234,0.309,0.366,0.676,0.298,84,254.1
313,Oswaldo Cabrera,NYY,98,360,328,74,14,1,9,38,34,24,78,2,8,2,6.70%,21.60%,0.132,0.266,0.225,0.28,0.357,0.637,0.279,80,577.3
314,Kyle Manzardo,CLE,113,445,397,93,21,1,16,47,58,39,97,4,1,0,8.80%,21.90%,0.176,0.268,0.233,0.307,0.41,0.716,0.311,104,373.4
315,Jorge Mateo,BAL,38,140,130,30,6,1,3,20,12,7,35,1,12,2,5.10%,25.10%,0.143,0.288,0.231,0.276,0.374,0.65,0.282,85,698.4
316,Drew Romo,COL,57,208,194,47,10,1,4,21,21,10,44,2,3,1,4.70%,21.20%,0.123,0.294,0.244,0.284,0.366,0.65,0.283,67,648.3
317,Nick Yorke,PIT,54,218,199,51,10,1,4,24,22,15,48,2,6,1,7.00%,22.00%,0.125,0.313,0.255,0.313,0.38,0.692,0.302,90,493.4
318,Dane Myers,MIA,70,246,225,55,10,1,6,27,24,15,68,3,6,1,6.10%,27.70%,0.129,0.324,0.245,0.301,0.374,0.675,0.296,86,687.1
319,Ezequiel Duran,TEX,62,230,215,51,10,1,7,27,24,12,57,2,5,1,5.10%,24.60%,0.153,0.293,0.24,0.284,0.392,0.677,0.294,90,646.8
320,Austin Slater,CHW,68,233,204,49,9,1,5,27,20,24,63,3,5,1,10.30%,27.00%,0.122,0.32,0.24,0.328,0.362,0.689,0.308,100,744.3
321,Leo Jiménez,TOR,26,93,83,20,4,0,2,11,10,7,21,3,1,0,7.20%,22.00%,0.131,0.301,0.246,0.324,0.377,0.702,0.311,104,999
