#,Name,MLBAMID,RazzballID,FanGraphsID,NFBCID,FantraxID,Team,STD_POS,YAHOO_POS,Last,First,Lastv2,Firstv2
1219,TJ Friedl,670770,670770,19522,10344,*045gu*,CIN,OF,OF,Friedl,TJ,Friedl,TJ
1220,Logan Gillaspie,670810,670810,22461,11380,*05y17*,SD,RP,RP,Gillaspie,Logan,Gillaspie,Logan
1221,Abrahan Gutierrez,670868,670868,sa3004263,10373,*0440c*,PIT,C,C,Gutierrez,Abrahan,Gutierrez,Abrahan
1222,Livan Soto,670869,670869,22471,10275,*04am3*,BAL,SS,SS,Soto,Livan,Soto,Livan
1223,Yunior Severino,670870,670870,sa3003185,10368,*04ahd*,MIN,3B,3B,Severino,Yunior,Severino,Yunior
1224,Guillo Zuniga,670871,670871,19588,11737,*04y6o*,PHI,RP,RP,Zuniga,Guillo,Zuñiga,Guillo
1225,Johan Oviedo,670912,670912,22487,10892,*04674*,PIT,SP,SP,Oviedo,Johan,Oviedo,Johan
1226,Trevor Richards,670950,670950,19309,9951,*04coa*,CHC,RP,RP,Richards,Trevor,Richards,Trevor
1227,Edwin Uceta,670955,670955,20539,11060,*04tji*,TB,RP,RP,Uceta,Edwin,Uceta,Edwin
1228,Adrian Morejon,670970,670970,20039,10123,*043ia*,SD,RP,RP,Morejon,Adrian,Morejon,Adrian
1229,Yohan Ramirez,670990,670990,19444,10796,*04ddz*,PIT,RP,RP,Ramirez,Yohan,Ramírez,Yohan
1230,Ivan Herrera,671056,671056,20599,10220,*04hyc*,STL,C,C,Herrera,Ivan,Herrera,Iván
1231,Buddy Kennedy,671083,671083,22505,10382,*04egt*,PHI,3B,3B,Kennedy,Buddy,Kennedy,Buddy
1232,Andrew Abbott,671096,671096,29911,11802,*05jq2*,CIN,SP,SP,Abbott,Andrew,Abbott,Andrew
1233,Logan Allen,671106,671106,27589,11412,*05jp3*,CLE,SP,SP,Allen,Logan,Allen,Logan
1234,Jake Eder,671109,671109,27590,11238,*05gwt*,CHW,RP,RP,Eder,Jake,Eder,Jake
1235,Sammy Peralta,671111,671111,25589,11790,,CHW,RP,RP,Peralta,Sammy,,
1236,Darren Baker,671117,671117,29912,12174,*05g47*,WSH,2B,2B,Baker,Darren,Baker,Darren
1237,Jackson Rutledge,671131,671131,26215,10977,*04yte*,WSH,RP,RP,Rutledge,Jackson,Rutledge,Jackson
1238,Connor Thomas,671162,671162,sa3010784,11430,*0513x*,MIL,RP,RP,Thomas,Connor,Thomas,Connor
1239,Joe Boyle,671212,671212,29608,11868,*05jpk*,TB,SP,SP,Boyle,Joe,Boyle,Joe
1240,Triston Casas,671213,671213,22514,10355,*04de1*,BOS,1B,1B,Casas,Triston,Casas,Triston
1241,Heliot Ramos,671218,671218,22515,10213,*04ee8*,SF,OF,OF,Ramos,Heliot,Ramos,Heliot
1242,Drew Waters,671221,671221,20505,10188,*04eer*,KC,OF,OF,Waters,Drew,Waters,Drew
1243,Jeisson Rosario,671271,671271,sa3004146,10233,,ATH,OF,OF,Rosario,Jeisson,Rosario,Jeisson
1244,Luis Garcia Jr.,671277,671277,20391,10279,*0414g*,WSH,2B,2B,Garcia Jr.,Luis,García Jr.,Luis
1245,Tim Elko,671284,671284,sa3020188,12356,*066da*,CHW,1B,1B,Elko,Tim,Elko,Tim
1246,Johnathan Rodriguez,671286,671286,22530,10247,*04gdw*,CLE,OF,OF,Rodriguez,Johnathan,Rodriguez,Johnathan
1247,Phil Clarke,671287,671287,sa3011379,12065,*0516p*,TOR,C,C,Clarke,Phil,Clarke,Phil
1248,Tyler Freeman,671289,671289,22532,10356,*04efc*,CLE,OF,2B/SS/ 3B/OF,Freeman,Tyler,Freeman,Tyler
1249,Michel Otanez,671305,671305,22533,12102,*057p2*,ATH,RP,RP,Otanez,Michel,Otañez,Michel
1250,Jason Foley,671345,671345,19531,11127,*04aoq*,DET,RP,RP,Foley,Jason,Foley,Jason
1251,George Valera,671655,671655,sa3006872,10205,*04fqi*,CLE,OF,OF,Valera,George,Valera,George
1252,Marquis Grissom Jr.,671726,671726,sa3020312,12334,,WSH,RP,RP,Grissom Jr.,Marquis,Grissom Jr.,Marquis
1253,Lawrence Butler,671732,671732,22542,11649,*04prt*,ATH,OF,OF,Butler,Lawrence,Butler,Lawrence
1254,Taj Bradley,671737,671737,22543,11588,*04pr8*,TB,SP,SP,Bradley,Taj,Bradley,Taj
1255,Michael Harris II,671739,671739,25931,11065,*0512v*,ATL,OF,OF,Harris II,Michael,Harris II,Michael
1256,Damiano Palmegiani,671913,671913,sa3017326,11946,*05wbq*,TOR,3B,3B,Palmegiani,Damiano,Palmegiani,Damiano
1257,Cade Smith,671922,671922,27867,11982,*04eor*,CLE,RP,RP,Smith,Cade,Smith,Cade
1258,Adam Macko,671936,671936,sa3011555,11971,*0515q*,TOR,SP,SP,Macko,Adam,Macko,Adam
1259,Tyler Black,672012,672012,29949,11890,*05u2u*,MIL,DH,1B,Black,Tyler,Black,Tyler
1260,Denzel Clarke,672016,672016,sa3017426,12241,*05unf*,ATH,OF,OF,Clarke,Denzel,Clarke,Denzel
1261,Eric Pardinho,672078,672078,sa968102,10192,*04ecd*,TOR,SP,SP,Pardinho,Eric,Pardinho,Eric
1262,Patrick Bailey,672275,672275,27478,11102,*04yuu*,SF,C,C,Bailey,Patrick,Bailey,Patrick
1263,Michael Siani,672279,672279,22557,10292,*04pqb*,STL,OF,OF,Siani,Michael,Siani,Michael
1264,Reid Detmers,672282,672282,27468,10915,*0596g*,LAA,SP,SP,Detmers,Reid,Detmers,Reid
1265,Jarred Kelenic,672284,672284,22558,10230,*04ggr*,ATL,OF,OF,Kelenic,Jarred,Kelenic,Jarred
1266,Cionel Perez,672335,672335,19614,9869,*03zo6*,BAL,RP,RP,Perez,Cionel,Pérez,Cionel
1267,Gabriel Arias,672356,672356,22563,10200,*0414h*,CLE,3B,SS/3B/ OF,Arias,Gabriel,Arias,Gabriel
1268,Tirso Ornelas,672359,672359,sa3004048,10343,*04aov*,SD,OF,OF,Ornelas,Tirso,Ornelas,Tirso
1269,Alejandro Kirk,672386,672386,22581,10851,*04t3y*,TOR,C,C,Kirk,Alejandro,Kirk,Alejandro
1270,Kaleb Ort,672391,672391,20061,11286,*05rfn*,HOU,RP,RP,Ort,Kaleb,Ort,Kaleb
1271,Keider Montero,672456,672456,22630,11961,*05a1v*,DET,RP,RP,Montero,Keider,Montero,Keider
1272,Jordan Diaz,672478,672478,22650,11340,*04yub*,ATH,DH,1B/2B/ 3B,Diaz,Jordan,Diaz,Jordan
1273,Helcris Olivarez,672487,672487,sa3002965,11083,*04yjb*,SF,SP,SP,Olivarez,Helcris,Olivarez,Helcris
1274,Gabriel Moreno,672515,672515,22664,11117,*04s1g*,ARI,C,C,Moreno,Gabriel,Moreno,Gabriel
1275,Jhon Torres,672536,672536,,10240,*04tpy*,STL,OF,OF,Torres,Jhon,Torres,Jhon
1276,Gustavo Campero,672569,672569,22707,12185,*06dpu*,LAA,C,C,Campero,Gustavo,Campero,Gustavo
1277,Carlos Hernandez,672578,672578,22713,10156,*04n0k*,KC,RP,RP,Hernandez,Carlos,Hernández,Carlos
1278,Maikel Garcia,672580,672580,22715,11387,*05g3x*,KC,2B/3B,2B/SS/ 3B,Garcia,Maikel,Garcia,Maikel
1279,Angel Zerpa,672582,672582,22717,11172,*05qzx*,KC,RP,RP,Zerpa,Angel,Zerpa,Angel
1280,Gerardo Carrillo,672629,672629,sa3002790,11054,*04qnh*,TEX,RP,RP,Carrillo,Gerardo,Carrillo,Gerardo
1281,Otto Lopez,672640,672640,19608,10422,*04tjl*,MIA,2B,2B/SS/ 3B,Lopez,Otto,Lopez,Otto
1282,Steward Berroa,672642,672642,22766,12113,*04yew*,TOR,OF,OF,Berroa,Steward,Berroa,Steward
1283,Geraldo Perdomo,672695,672695,22799,10397,*04pbq*,ARI,SS,SS,Perdomo,Geraldo,Perdomo,Geraldo
1284,Roansy Contreras,672710,672710,22810,10426,*04b3a*,BAL,RP,RP,Contreras,Roansy,Contreras,Roansy
1285,Luis Patino,672715,672715,22815,10411,*04k22*,SD,RP,RP,Patino,Luis,Patiño,Luis
1286,Oswald Peraza,672724,672724,22823,11156,*04g7n*,NYY,3B,2B/3B,Peraza,Oswald,Peraza,Oswald
1287,Juan Then,672730,672730,22828,10876,*04hy7*,CHW,RP,RP,Then,Juan,Then,Juan
1288,Marcos Gonzalez,672733,672733,sa3003311,10281,*04b3h*,FA,SS,SS,Gonzalez,Marcos,,
1289,Alexander Canario,672744,672744,22842,10129,*04hi6*,NYM,OF,OF,Canario,Alexander,Canario,Alexander
1290,Wenceel Perez,672761,672761,22857,10434,*04an8*,DET,OF,OF,Perez,Wenceel,Pérez,Wenceel
1291,Tucupita Marcano,672779,672779,22871,10430,*04t41*,SD,SS,2B/SS,Marcano,Tucupita,,
1292,Yoendrys Gomez,672782,672782,22872,11157,*04xne*,NYY,RP,RP,Gomez,Yoendrys,Gómez,Yoendrys
1293,Jairo Solis,672810,672810,sa3003037,11167,*04k5y*,HOU,SP,SP,Solis,Jairo,Solis,Jairo
1294,Lenyn Sosa,672820,672820,22896,11501,*04llv*,CHW,2B/3B,2B/3B,Sosa,Lenyn,Sosa,Lenyn
1295,Israel Pineda,672832,672832,22906,11568,*04b3d*,WSH,C,C,Pineda,Israel,Pineda,Israel
1296,Francisco Morales,672839,672839,22913,10198,*0436o*,ARI,RP,RP,Morales,Francisco,Morales,Francisco
1297,Carlos Vargas,672841,672841,22915,10158,*04rhl*,SEA,RP,RP,Vargas,Carlos,Vargas,Carlos
1298,Joan Adon,672851,672851,22925,10968,*04ywo*,WSH,RP,RP,Adon,Joan,Adon,Joan
1299,Prelander Berroa,672860,672860,22932,11635,*0509b*,CHW,RP,RP,Berroa,Prelander,Berroa,Prelander
1300,Jesus Cruz,672911,672911,20042,11107,,LAA,RP,RP,Cruz,Jesus,,
1301,Yainer Diaz,673237,673237,23003,11559,*0524l*,HOU,C,C/1B,Diaz,Yainer,Diaz,Yainer
1302,Luis Robert Jr.,673357,673357,20043,9958,*047l7*,CHW,OF,OF,Robert Jr.,Luis,Robert Jr.,Luis
1303,Dedniel Nunez,673380,673380,23055,11195,*050vo*,NYM,RP,RP,Nunez,Dedniel,Núñez,Dedniel
1304,Ha-Seong Kim,673490,673490,27506,11147,*05ajg*,TB,SS,SS,Kim,Ha-Seong,Kim,Ha-Seong
1305,Yuki Matsui,673513,673513,33826,11928,*0689r*,SD,RP,RP,Matsui,Yuki,Matsui,Yuki
1306,Kodai Senga,673540,673540,31838,11182,*04a2t*,NYM,SP,SP,Senga,Kodai,Senga,Kodai
1307,Seiya Suzuki,673548,673548,30116,11305,*04b02*,CHC,OF,OF,Suzuki,Seiya,Suzuki,Seiya
1308,Vaun Brown,673901,673901,sa3017282,11752,*05y6h*,SF,OF,OF,Brown,Vaun,Brown,Vaun
1309,Jordan Leasure,673929,673929,29950,12028,*0614c*,CHW,RP,RP,Leasure,Jordan,Leasure,Jordan
1310,Josh Jung,673962,673962,26299,10980,*04y44*,TEX,3B,3B,Jung,Josh,Jung,Josh
1311,Davis Wendzel,673995,673995,26469,12075,*0511s*,CIN,3B,3B,Wendzel,Davis,Wendzel,Davis
1312,Cody Bradford,674003,674003,27597,11792,*0514o*,TEX,SP,SP,Bradford,Cody,Bradford,Cody
1313,Tommy Henry,674072,674072,26285,11030,*0512a*,ARI,RP,RP,Henry,Tommy,Henry,Tommy
1314,Eduardo Salazar,674285,674285,23135,11795,*05rlb*,WSH,RP,RP,Salazar,Eduardo,Salazar,Eduardo
1315,Osvaldo Bido,674370,674370,23150,11808,*06ala*,ATH,SP,SP,Bido,Osvaldo,Bido,Osvaldo
1316,Jacob Hurtubise,674441,674441,27599,11917,*05r9h*,CIN,OF,OF,Hurtubise,Jacob,Hurtubise,Jacob
1317,Steven Cruz,674444,674444,23165,11852,*05tjx*,KC,RP,RP,Cruz,Steven,Cruz,Steven
1318,Michael Plassmeyer,674681,674681,23191,11545,*04pqg*,TEX,RP,RP,Plassmeyer,Michael,Plassmeyer,Michael
1319,Sean Guenther,674944,674944,20045,11251,*04ei8*,DET,RP,RP,Guenther,Sean,Guenther,Sean
1320,Xzavion Curry,675540,675540,25595,11537,*0515h*,MIA,RP,RP,Curry,Xzavion,Curry,Xzavion
1321,Michael Grove,675627,675627,23221,11055,*04pmk*,LAD,RP,RP,Grove,Michael,Grove,Michael
1322,Austin Beck,675648,675648,,10139,*04c8r*,LAD,OF,OF,Beck,Austin,Beck,Austin
1323,Michael Mercado,675650,675650,23223,11962,*04eeq*,PHI,RP,RP,Mercado,Michael,Mercado,Michael
1324,Greg Jones,675659,675659,25448,11692,*04gdz*,COL,SS,SS,Jones,Greg,Jones,Greg
1325,Spencer Strider,675911,675911,27498,11300,*05mre*,ATL,SP,SP,Strider,Spencer,Strider,Spencer
1326,Zac Lowther,675912,675912,20243,10806,,BAL,RP,RP,Lowther,Zac,,
1327,David Banuelos,675915,675915,23250,12079,*04eh1*,BAL,C,C,Banuelos,David,Bañuelos,David
1328,James Karinchak,675916,675916,20151,10700,*04ejp*,CHW,RP,RP,Karinchak,James,Karinchak,James
1329,Alika Williams,675961,675961,27604,11833,*05gs3*,PIT,2B/SS,2B/SS,Williams,Alika,Williams,Alika
1330,Canaan Smith-Njigba,675986,675986,23264,11376,*04egd*,CHW,OF,OF,Smith-Njigba,Canaan,Smith-Njigba,Canaan
1331,Cody Bolton,675989,675989,23265,10908,*04ehs*,SEA,RP,RP,Bolton,Cody,Bolton,Cody
1332,Griff McGarry,676046,676046,sa3017130,11620,*05uni*,PHI,RP,RP,McGarry,Griff,McGarry,Griff
1333,Packy Naughton,676050,676050,23292,11256,*04ejl*,STL,RP,RP,Naughton,Packy,Naughton,Packy
1334,Codi Heuer,676051,676051,23293,10901,*04prq*,TEX,RP,RP,Heuer,Codi,Heuer,Codi
1335,Jordan Westburg,676059,676059,27815,11610,*05gsc*,BAL,2B/3B,2B/SS/ 3B,Westburg,Jordan,Westburg,Jordan
1336,Jacob Amaya,676070,676070,23296,10398,*04elh*,CHW,SS,SS,Amaya,Jacob,Amaya,Jacob
1337,Janson Junk,676083,676083,23301,11280,*04etg*,MIA,SP,SP,Junk,Janson,Junk,Janson
1338,Collin Snider,676092,676092,23307,11389,*05y18*,SEA,RP,RP,Snider,Collin,Snider,Collin
1339,Jeff Criswell,676105,676105,27608,12162,*05gx2*,COL,RP,RP,Criswell,Jeff,Criswell,Jeff
1340,Emerson Hancock,676106,676106,27470,10873,*0510l*,SEA,SP,SP,Hancock,Emerson,Hancock,Emerson
1341,Zach DeLoach,676113,676113,27471,10870,*05gs6*,CHW,OF,OF,DeLoach,Zach,DeLoach,Zach
1342,Ryan Noda,676116,676116,23312,10322,*04enw*,LAA,1B,1B,Noda,Ryan,Noda,Ryan
1343,Jose Butto,676130,676130,23313,11400,*05oz7*,NYM,RP,RP,Butto,Jose,Buttó,José
1344,Freddy Tarnok,676206,676206,23324,11335,*04efr*,MIA,SP,SP,Tarnok,Freddy,Tarnok,Freddy
1345,Seth Elledge,676220,676220,19766,10888,,ATH,RP,RP,Elledge,Seth,Elledge,Seth
1346,Ryan Walker,676254,676254,20423,11794,*066n3*,SF,RP,RP,Walker,Ryan,Walker,Ryan
1347,Bobby Miller,676272,676272,27483,11073,*05gwz*,LAD,SP,SP,Miller,Bobby,Miller,Bobby
1348,Joey Cantillo,676282,676282,23335,10401,*04eos*,CLE,SP,SP,Cantillo,Joey,Cantillo,Joey
1349,Jonny DeLuca,676356,676356,26365,11681,*04y94*,TB,OF,OF,DeLuca,Jonny,DeLuca,Jonny
1350,Nelson Velazquez,676369,676369,23359,11323,*04eh9*,KC,OF,OF,Velazquez,Nelson,Velázquez,Nelson
1351,Ernie Clement,676391,676391,20352,10925,*04alp*,TOR,SS/3B,2B/SS/ 3B,Clement,Ernie,Clement,Ernie
1352,Robert Garcia,676395,676395,23363,11823,*04enz*,TEX,RP,RP,Garcia,Robert,Garcia,Robert
1353,Brant Hurter,676428,676428,30133,12141,*05u6p*,DET,RP,RP,Hurter,Brant,Hurter,Brant
1354,Hunter Feduccia,676439,676439,23372,11779,*04pwl*,LAD,C,C,Feduccia,Hunter,Feduccia,Hunter
1355,Tanner Bibee,676440,676440,30134,11595,*05y23*,CLE,SP,SP,Bibee,Tanner,Bibee,Tanner
1356,Colton Gordon,676467,676467,sa3019426,12069,*05yfi*,HOU,RP,RP,Gordon,Colton,Gordon,Colton
1357,Alec Burleson,676475,676475,27615,11421,*05jr0*,STL,OF,1B/OF,Burleson,Alec,Burleson,Alec
1358,Garrett Whitlock,676477,676477,20191,11190,*04eqa*,BOS,RP,RP,Whitlock,Garrett,Whitlock,Garrett
1359,Jose Barrero,676480,676480,23378,10825,*04dwv*,STL,SS,SS/OF,Barrero,Jose,Barrero,Jose
1360,Ben Casparius,676508,676508,30085,12159,*05y4k*,LAD,RP,RP,Casparius,Ben,Casparius,Ben
1361,Nolan Hoffman,676510,676510,sa3007471,11775,,TEX,RP,RP,Hoffman,Nolan,Hoffman,Nolan
1362,Calvin Faucher,676534,676534,20116,11395,*04ekf*,MIA,RP,RP,Faucher,Calvin,Faucher,Calvin
1363,Brewer Hicklen,676551,676551,20450,11477,*04eii*,MIL,OF,OF,Hicklen,Brewer,Hicklen,Brewer
1364,Ricky Vanasco,676568,676568,23391,11372,*04eoi*,DET,RP,RP,Vanasco,Ricky,Vanasco,Ricky
1365,Josh Fleming,676596,676596,20418,10958,*04egq*,SEA,RP,RP,Fleming,Josh,Fleming,Josh
1366,Tyler Zuber,676604,676604,20379,10936,*04ehi*,NYM,RP,RP,Zuber,Tyler,Zuber,Tyler
1367,Jose Caballero,676609,676609,23401,11786,*04eig*,TB,2B/SS/ 3B,2B/SS/ 3B,Caballero,Jose,Caballero,José
1368,Bryan Sammons,676614,676614,20462,12135,,DET,SP,SP,Sammons,Bryan,,
1369,Riley O’Brien,676617,676617,20348,11162,*04ej3*,STL,RP,RP,O’Brien,Riley,O’Brien,Riley
1370,Rylan Bannon,676625,676625,19768,11132,*04eiz*,FA,3B,3B,Bannon,Rylan,,
1371,Tyreque Reed,676627,676627,sa3004163,10433,*04ejh*,BOS,1B,1B,Reed,Tyreque,,
1372,Mark Contreras,676628,676628,20122,11465,,FA,OF,OF,Contreras,Mark,,
1373,Bligh Madris,676632,676632,20054,11500,*04ejw*,DET,1B,1B/OF,Madris,Bligh,Madris,Bligh
1374,Max Lazar,676661,676661,23426,12146,*04el7*,PHI,RP,RP,Lazar,Max,Lazar,Max
1375,JP Sears,676664,676664,23429,11401,*04eld*,ATH,SP,SP,Sears,JP,Sears,JP
1376,Luis Vazquez,676679,676679,23442,11964,*04ens*,BAL,SS,SS,Vazquez,Luis,Vazquez,Luis
1377,Tom Cosgrove,676680,676680,23443,11699,*04elu*,SD,RP,RP,Cosgrove,Tom,Cosgrove,Tom
1378,Will Vest,676684,676684,19769,11186,*04em6*,DET,RP,RP,Vest,Will,Vest,Will
1379,Jake Meyers,676694,676694,20308,10999,*04emt*,HOU,OF,OF,Meyers,Jake,Meyers,Jake
1380,Alan Trejo,676701,676701,20056,11036,*04eoq*,TEX,2B/3B,2B/SS/ 3B,Trejo,Alan,Trejo,Alan
1381,Hunter Stratton,676702,676702,23455,11857,*04eoy*,PIT,RP,RP,Stratton,Hunter,Stratton,Hunter
1382,Kutter Crawford,676710,676710,20531,11283,*04ep8*,BOS,SP,SP,Crawford,Kutter,Crawford,Kutter
1383,Brandon Hughes,676714,676714,23460,11471,*04eon*,CHC,RP,RP,Hughes,Brandon,Hughes,Brandon
1384,Jared Young,676724,676724,20404,11573,*04eoj*,NYM,1B,1B,Young,Jared,Young,Jared
1385,Isaac Mattson,676755,676755,20385,10604,,PIT,RP,RP,Mattson,Isaac,Mattson,Isaac
1386,Korry Howell,676759,676759,sa3008238,10407,*04era*,SD,OF,OF,Howell,Korry,Howell,Korry
1387,Ron Marinaccio,676760,676760,23488,11392,*04erc*,SD,RP,RP,Marinaccio,Ron,Marinaccio,Ron
1388,Irving Lopez,676761,676761,20463,11877,,STL,2B,2B,Lopez,Irving,,
1389,Keaton Winn,676775,676775,23499,11680,*04esc*,SF,SP,SP,Winn,Keaton,Winn,Keaton
1390,Chas McCormick,676801,676801,19599,10007,*04esz*,HOU,OF,OF,McCormick,Chas,McCormick,Chas
1391,Kodi Whitley,676831,676831,19731,10723,*059zn*,TB,RP,RP,Whitley,Kodi,Whitley,Kodi
1392,Aaron Ashby,676879,676879,23550,10372,*04ew7*,MIL,SP,SP,Ashby,Aaron,Ashby,Aaron
1393,Chandler Seagle,676882,676882,23552,11882,,ATL,C,C,Seagle,Chandler,Seagle,Chandler
1394,Chris Roller,676896,676896,23557,11942,,FA,OF,OF,Roller,Chris,,
1395,Davis Schneider,676914,676914,23565,11838,*04o2x*,TOR,2B/OF,2B/OF,Schneider,Davis,Schneider,Davis
1396,Cade Cavalli,676917,676917,27473,10971,*05gef*,WSH,SP,SP,Cavalli,Cade,Cavalli,Cade
1397,Matthew Batten,676946,676946,20157,10595,*052im*,ATL,2B,1B/2B/ 3B,Batten,Matthew,,
1398,David MacKinnon,676950,676950,19625,10576,,FA,1B,1B,MacKinnon,David,,
1399,Caleb Boushley,676961,676961,19736,11880,*060hu*,TEX,RP,RP,Boushley,Caleb,Boushley,Caleb
1400,Ben Brown,676962,676962,23590,11935,*04o2w*,CHC,SP,SP,Brown,Ben,Brown,Ben
1401,Brett de Geus,676969,676969,23592,11072,*0524m*,MIA,RP,RP,de Geus,Brett,de Geus,Brett
1402,Max Meyer,676974,676974,27474,10832,*05a2d*,MIA,SP,SP,Meyer,Max,Meyer,Max
1403,Garrett Crochet,676979,676979,27463,10900,*05ajh*,BOS,SP,SP,Crochet,Garrett,Crochet,Garrett
1404,Heston Kjerstad,677008,677008,31166,11771,*0596f*,BAL,OF,OF,Kjerstad,Heston,Kjerstad,Heston
1405,Josh Walker,677020,677020,23617,11793,*05u2x*,TOR,RP,RP,Walker,Josh,Walker,Josh
1406,Andrew Nardi,677053,677053,25942,11536,*051c3*,MIA,RP,RP,Nardi,Andrew,Nardi,Andrew
1407,Clayton Andrews,677076,677076,23631,10988,*04pzw*,SF,RP,RP,Andrews,Clayton,Andrews,Clayton
1408,Zack Kelly,677161,677161,20349,11551,*05r1z*,BOS,RP,RP,Kelly,Zack,Kelly,Zack
1409,Kyren Paris,677347,677347,26420,11090,*050s0*,LAA,2B,2B,Paris,Kyren,Paris,Kyren
1410,Wander Franco,677551,677551,23667,10360,*04csx*,TB,SS,SS,Franco,Wander,Franco,Wander
1411,Kristian Robinson,677565,677565,sa3006884,10267,*04g7l*,ARI,OF,OF,Robinson,Kristian,Robinson,Kristian
1412,Aaron Bracho,677570,677570,sa3010018,10117,*04l97*,LAD,2B,2B,Bracho,Aaron,Bracho,Aaron
1413,Brayan Rocchio,677587,677587,23690,10379,*04si3*,CLE,SS,SS,Rocchio,Brayan,Rocchio,Brayan
1414,Jose Tena,677588,677588,23691,11383,*04sxv*,WSH,3B,2B/3B,Tena,Jose,Tena,José
1415,Everson Pereira,677592,677592,23695,10197,*04is5*,NYY,OF,OF,Pereira,Everson,Pereira,Everson
1416,Julio Rodriguez,677594,677594,23697,10260,*04fhb*,SEA,OF,OF,Rodriguez,Julio,Rodríguez,Julio
1417,Ronny Mauricio,677595,677595,23698,10318,*04fyo*,NYM,2B,2B/3B,Mauricio,Ronny,Mauricio,Ronny
1418,Eddy Diaz,677647,677647,sa3004979,10391,*04mtj*,COL,SS,SS,Diaz,Eddy,Diaz,Eddy
1419,Ezequiel Duran,677649,677649,23733,11370,*04nqx*,TEX,3B/OF,1B/SS/ 3B/OF,Duran,Ezequiel,Duran,Ezequiel
1420,Luis Garcia,677651,677651,23735,11003,*04ni3*,HOU,SP,SP,Garcia,Luis,Garcia,Luis
1421,Wilyer Abreu,677800,677800,23772,11709,*060×1*,BOS,OF,OF,Abreu,Wilyer,Abreu,Wilyer
1422,Justin Bruihl,677865,677865,23779,11258,*05k3i*,TOR,RP,RP,Bruihl,Justin,Bruihl,Justin
1423,Leo Jimenez,677870,677870,23782,11354,*04ni4*,TOR,2B/SS,2B/SS,Jimenez,Leo,Jiménez,Leo
1424,Jordyn Adams,677941,677941,23788,10252,*04pkp*,BAL,OF,OF,Adams,Jordyn,Adams,Jordyn
1425,Blaze Alexander,677942,677942,23789,10142,*04pvs*,ARI,SS,2B/SS/ 3B,Alexander,Blaze,Alexander,Blaze
1426,Will Banfield,677943,677943,sa3007973,10830,*04n1p*,CIN,C,C,Banfield,Will,Banfield,Will
1427,Slade Cecconi,677944,677944,27500,11836,*04tk1*,CLE,RP,RP,Cecconi,Slade,Cecconi,Slade
1428,Alek Thomas,677950,677950,23792,10126,*04pmw*,ARI,OF,OF,Thomas,Alek,Thomas,Alek
1429,Bobby Witt Jr.,677951,677951,25764,10932,*04lgp*,KC,SS,SS,Witt Jr.,Bobby,Witt Jr.,Bobby
1430,Braxton Ashcraft,677952,677952,sa3008470,11999,*04pmq*,PIT,RP,RP,Ashcraft,Braxton,Ashcraft,Braxton
1431,Jordan Groshans,677954,677954,23794,10250,*04n8x*,KC,3B,3B,Groshans,Jordan,Groshans,Jordan
1432,Jaden Hill,677955,677955,30250,12048,*04w53*,COL,RP,RP,Hill,Jaden,Hill,Jaden
1433,Rece Hinds,677956,677956,27493,11113,*04nb4*,CIN,OF,OF,Hinds,Rece,Hinds,Rece
1434,Kumar Rocker,677958,677958,31843,12183,*04azu*,TEX,SP,SP,Rocker,Kumar,Rocker,Kumar
1435,Ryan Weathers,677960,677960,23796,10325,*04mnw*,MIA,SP,SP,Weathers,Ryan,Weathers,Ryan
1436,Cole Wilcox,677961,677961,sa3014443,11097,*04n0o*,TB,SP,SP,Wilcox,Cole,Wilcox,Cole
1437,Randy Dobnak,677976,677976,23798,10667,*0506h*,MIN,RP,RP,Dobnak,Randy,Dobnak,Randy
1438,Parker Meadows,678009,678009,23800,10307,*04pmn*,DET,OF,OF,Meadows,Parker,Meadows,Parker
1439,Nick Schnell,678010,678010,sa3007639,10300,*04pm9*,WSH,OF,OF,Schnell,Nick,Schnell,Nick
1440,Anthony Seigler,678011,678011,sa3006894,10136,*04pkq*,MIL,C,C,Seigler,Anthony,Seigler,Anthony
1441,Seth Halvorsen,678020,678020,33294,12169,*06fqx*,COL,RP,RP,Halvorsen,Seth,Halvorsen,Seth
1442,Jack Perkins,678022,678022,sa3020076,12345,*04pv8*,ATH,SP,SP,Perkins,Jack,Perkins,Jack
1443,Mike Vasil,678024,678024,sa3017915,11904,*04ok0*,TB,RP,RP,Vasil,Mike,Vasil,Mike
1444,Ray Kerr,678061,678061,23809,11334,*05r9n*,ATL,RP,RP,Kerr,Ray,Kerr,Ray
1445,Ji Hwan Bae,678225,678225,23818,10013,*04lcq*,PIT,OF,OF,Bae,Ji Hwan,Bae,Ji Hwan
1446,Daysbel Hernandez,678226,678226,20271,11832,*051z5*,ATL,RP,RP,Hernandez,Daysbel,Hernández,Daysbel
1447,Miguel Vargas,678246,678246,20178,10417,*04ru7*,CHW,3B/OF,3B/OF,Vargas,Miguel,Vargas,Miguel
1448,Omar Cruz,678316,678316,sa3006971,12289,*04tf0*,SD,SP,SP,Cruz,Omar,Cruz,Omar
1449,Valente Bellozo,678368,678368,23899,12117,*052c7*,MIA,SP,SP,Bellozo,Valente,Bellozo,Valente
1450,Jorbit Vivas,678391,678391,sa3005511,11398,*05a1t*,NYY,2B,2B,Vivas,Jorbit,Vivas,Jorbit
1451,Brayan Bello,678394,678394,23920,11362,*04t40*,BOS,SP,SP,Bello,Brayan,Bello,Brayan
